id	doi	space	title	authors	year	journal
18096139	10.1016/j.brainres.2007.11.013	MNI	Segmental processing in the human auditory dorsal stream.	Zaehle T, Geiser E, Alter K, Jancke L, Meyer M	2008	Brain research
18096407	10.1016/j.neuroimage.2007.10.008	UNKNOWN	Functional re-recruitment of dysfunctional brain areas predicts language recovery in chronic aphasia.	Meinzer M, Flaisch T, Breitenstein C, Wienbruch C, Elbert T, Rockstroh B	2008	NeuroImage
18096408	10.1016/j.neuroimage.2007.11.013	UNKNOWN	SENSE factors for reliable cortical thickness measurement.	Park HJ, Youn T, Jeong SO, Oh MK, Kim SY, Kim EY	2008	NeuroImage
18096409	10.1016/j.neuroimage.2007.10.061	TAL	Sucrose activates human taste pathways differently from artificial sweetener.	Frank GK, Oberndorfer TA, Simmons AN, Paulus MP, Fudge JL, Yang TT, Kaye WH	2008	NeuroImage
18096410	10.1016/j.neuroimage.2007.11.009	MNI	Dorsal stream development in motion and structure-from-motion perception.	Klaver P, Lichtensteiger J, Bucher K, Dietrich T, Loenneker T, Martin E	2008	NeuroImage
18096681	10.1136/jnnp.2007.125401	MNI	Combined EEG-fMRI and tractography to visualise propagation of epileptic activity.	Hamandi K, Powell HW, Laufs H, Symms MR, Barker GJ, Parker GJ, Lemieux L, Duncan JS	2008	Journal of neurology, neurosurgery, and psychiatry
18155254	10.1016/j.neuropsychologia.2007.10.023	MNI	Prefrontal contributions to domain-general executive control processes during temporal context retrieval.	Rajah MN, Ames B, D'Esposito M	2008	Neuropsychologia
18155446	10.1016/j.schres.2007.10.035	UNKNOWN	Automatization and working memory capacity in schizophrenia.	van Raalten TR, Ramsey NF, Jansma JM, Jager G, Kahn RS	2008	Schizophrenia research
18155880	10.1016/j.schres.2007.11.017	MNI	Effect of retrieval effort and switching demand on fMRI activation during semantic word generation in schizophrenia.	Ragland JD, Moelter ST, Bhati MT, Valdez JN, Kohler CG, Siegel SJ, Gur RC, Gur RE	2008	Schizophrenia research
18155926	10.1016/j.neuroimage.2007.11.027	MNI	A hippocampal-parietal network for learning an ordered sequence.	Van Opstal F, Verguts T, Orban GA, Fias W	2008	NeuroImage
18155927	10.1016/j.neuroimage.2007.11.006	MNI	Is our self based on reward? Self-relatedness recruits neural activity in the reward system.	de Greck M, Rotte M, Paus R, Moritz D, Thiemann R, Proesch U, Bruer U, Moerth S, Tempelmann C, Bogerts B, Northoff G	2008	NeuroImage
18158178	10.1016/j.bandl.2007.11.003	MNI	Reorganization of the cerebro-cerebellar network of language production in patients with congenital left-hemispheric brain lesions.	Lidzba K, Wilke M, Staudt M, Krageloh-Mann I, Grodd W	2008	Brain and language
18158315	10.1093/brain/awm307	TAL	Reduced error-related activation in two anterior cingulate circuits is related to impaired performance in schizophrenia.	Polli FE, Barton JJ, Thakkar KN, Greve DN, Goff DC, Rauch SL, Manoach DS	2008	Brain : a journal of neurology
18160644	10.1523/JNEUROSCI.4549-07.2007	MNI	Using imagination to understand the neural basis of episodic memory.	Hassabis D, Kumaran D, Maguire EA	2007	The Journal of neuroscience : the official journal of the Society for Neuroscience
18160646	10.1523/JNEUROSCI.2551-07.2007	MNI	Immediate reward bias in humans: fronto-parietal networks and a role for the catechol-O-methyltransferase 158(Val/Val) genotype.	Boettiger CA, Mitchell JM, Tavares VC, Robertson M, Joslyn G, D'Esposito M, Fields HL	2007	The Journal of neuroscience : the official journal of the Society for Neuroscience
18164074	10.1016/j.jad.2007.11.009	MNI	Hypofrontality in subjects at high genetic risk of schizophrenia with depressive  symptoms.	Whalley HC, Mowatt L, Stanfield AC, Hall J, Johnstone EC, Lawrie SM, McIntosh AM	2008	Journal of affective disorders
18164213	10.1016/j.neuroimage.2007.11.025	MNI	Neural correlates of envisioning emotional events in the near and far future.	D'Argembeau A, Xue G, Lu ZL, Van der Linden M, Bechara A	2008	NeuroImage
18164628	10.1016/j.neuroimage.2007.11.012	TAL	"The roles of ""face"" and ""non-face"" areas during individual face perception: evidence by fMRI adaptation in a brain-damaged prosopagnosic patient."	Dricot L, Sorger B, Schiltz C, Goebel R, Rossion B	2008	NeuroImage
18165105	10.1016/j.neuroimage.2007.11.019	MNI	Independent vector analysis (IVA): multivariate approach for fMRI group study.	Lee JH, Lee TW, Jolesz FA, Yoo SS	2008	NeuroImage
18165281	10.1093/cercor/bhm243	MNI	The effects of aging on the neural correlates of subjective and objective recollection.	Duarte A, Henson RN, Graham KS	2008	Cerebral cortex (New York, N.Y. : 1991)
18165283	10.1093/cercor/bhm204	MNI	Dissociated pathways for successful memory retrieval from the human parietal cortex: anatomical and functional connectivity analyses.	Takahashi E, Ohki K, Kim DS	2008	Cerebral cortex (New York, N.Y. : 1991)
18166203	10.1016/j.neuropsychologia.2007.11.014	MNI	Voluntary and involuntary attention affect face discrimination differently.	Esterman M, Prinzmetal W, DeGutis J, Landau A, Hazeltine E, Verstynen T, Robertson L	2008	Neuropsychologia
18171926	10.1523/JNEUROSCI.3300-07.2008	MNI	Systems neuroplasticity in the aging brain: recruiting additional neural resources for successful motor performance in elderly persons.	Heuninckx S, Wenderoth N, Swinnen SP	2008	The Journal of neuroscience : the official journal of the Society for Neuroscience
18172852	10.1002/hbm.20502	MNI	Cortical dysfunction in patients with Huntington's disease during working memory  performance.	Wolf RC, Vasic N, Schonfeldt-Lecuona C, Ecker D, Landwehrmeyer GB	2009	Human brain mapping
18174910	10.1093/scan/nsm010	MNI	Perception of dynamic changes in facial affect and identity in autism.	Pelphrey KA, Morris JP, McCarthy G, Labar KS	2007	Social cognitive and affective neuroscience
18176625	10.1093/scan/nsl023	MNI	Controlled scanpath variation alters fusiform face activation.	Morris JP, Pelphrey KA, McCarthy G	2007	Social cognitive and affective neuroscience
18177676	10.1016/j.neuropsychologia.2007.11.010	TAL	Functional developmental similarities and differences in the neural correlates of verbal and nonverbal working memory tasks.	Brahmbhatt SB, McAuley T, Barch DM	2008	Neuropsychologia
18177843	10.1016/j.brainres.2007.11.067	MNI	The influence of response conflict on error processing: evidence from event-related fMRI.	Wittfoth M, Kustermann E, Fahle M, Herrmann M	2008	Brain research
18178180	10.1016/j.brainres.2007.11.070	MNI	Conceptual knowledge in the brain: fMRI evidence for a featural organization.	Marques JF, Canessa N, Siri S, Catricala E, Cappa S	2008	Brain research
18180168	10.1016/j.neuroimage.2007.10.044	TAL	Sensitivity to orthographic familiarity in the occipito-temporal region.	Bruno JL, Zumberge A, Manis FR, Lu ZL, Goldman JG	2008	NeuroImage
18182174	10.1016/j.neuroimage.2007.11.036	UNKNOWN	Reading normal and degraded words: contribution of the dorsal and ventral visual  pathways.	Cohen L, Dehaene S, Vinckier F, Jobert A, Montavont A	2008	NeuroImage
18183378	10.1007/s00221-007-1247-y	MNI	Differences in saccade-evoked brain activation patterns with eyes open or eyes closed in complete darkness.	Hufner K, Stephan T, Glasauer S, Kalla R, Riedel E, Deutschlander A, Dera T, Wiesmann M, Strupp M, Brandt T	2008	Experimental brain research
18184572	10.1016/j.neuron.2007.11.022	TAL	Mesmerizing memories: brain substrates of episodic memory suppression in posthypnotic amnesia.	Mendelsohn A, Chalamish Y, Solomonovich A, Dudai Y	2008	Neuron
18184777	10.1523/JNEUROSCI.2500-07.2008	MNI	Reduced brainstem inhibition during anticipated pelvic visceral pain correlates with enhanced brain response to the visceral stimulus in women with irritable bowel syndrome.	Berman SM, Naliboff BD, Suyenobu B, Labus JS, Stains J, Ohning G, Kilpatrick L, Bueller JA, Ruby K, Jarcho J, Mayer EA	2008	The Journal of neuroscience : the official journal of the Society for Neuroscience
18187342	10.1016/j.neuroimage.2007.11.020	MNI	Increased neural response related to neutral faces in individuals at risk for psychosis.	Seiferth NY, Pauly K, Habel U, Kellermann T, Shah NJ, Ruhrmann S, Klosterkotter J, Schneider F, Kircher T	2008	NeuroImage
18191116	10.1016/j.brainres.2007.10.105	UNKNOWN	Neural circuitry for accurate identification of facial emotions.	Loughead J, Gur RC, Elliott M, Gur RE	2008	Brain research
18191160	10.1016/j.neuropsychologia.2007.11.019	MNI	Profile of memory impairment and gray matter loss in amnestic mild cognitive impairment.	Barbeau EJ, Ranjeva JP, Didic M, Confort-Gouny S, Felician O, Soulier E, Cozzone PJ, Ceccaldi M, Poncet M	2008	Neuropsychologia
18191587	10.1016/j.neuroimage.2007.11.028	MNI	In vivo SPECT imaging of vesicular acetylcholine transporter using [(123)I]-IBVM  in early Alzheimer's disease.	Mazere J, Prunier C, Barret O, Guyot M, Hommet C, Guilloteau D, Dartigues JF, Auriacombe S, Fabrigoule C, Allard M	2008	NeuroImage
18191960	10.1016/j.neuropsychologia.2007.11.020	TAL	Mesolimbic interaction of emotional valence and reward improves memory formation.	Wittmann BC, Schiltz K, Boehler CN, Duzel E	2008	Neuropsychologia
18193453	10.1007/s00429-007-0167-8	UNKNOWN	Sensory and cognitive mechanisms of change detection in the context of speech.	Laufer I, Negishi M, Rajeevan N, Lacadie CM, Constable RT	2008	Brain structure & function
18201906	10.1016/j.neuroimage.2007.12.002	MNI	Narrative speech production: an fMRI study using continuous arterial spin labeling.	Troiani V, Fernandez-Seara MA, Wang Z, Detre JA, Ash S, Grossman M	2008	NeuroImage
18201907	10.1016/j.neuroimage.2007.11.043	MNI	Metabolic evidence for remote inhibition in epilepsies with continuous spike-waves during sleep.	De Tiege X, Ligot N, Goldman S, Poznanski N, de Saint Martin A, Van Bogaert P	2008	NeuroImage
18203696	10.1093/cercor/bhm214	MNI	Neural correlates of human virtue judgment.	Takahashi H, Kato M, Matsuura M, Koeda M, Yahata N, Suhara T, Okubo Y	2008	Cerebral cortex (New York, N.Y. : 1991)
18206186	10.1016/j.neuropsychologia.2007.12.003	UNKNOWN	Affective learning modulates spatial competition during low-load attentional conditions.	Lim SL, Padmala S, Pessoa L	2008	Neuropsychologia
18206189	10.1016/j.neuropsychologia.2007.11.033	UNKNOWN	The neural correlates of the affective response to unreciprocated cooperation.	Rilling JK, Goldsmith DR, Glenn AL, Jairam MR, Elfenbein HA, Dagenais JE, Murdock CD, Pagnoni G	2008	Neuropsychologia
18206391	10.1016/j.neuroimage.2007.10.065	TAL	Novelty and target processing during an auditory novelty oddball: a simultaneous  event-related potential and functional magnetic resonance imaging study.	Strobel A, Debener S, Sorger B, Peters JC, Kranczioch C, Hoechstetter K, Engel AK, Brocke B, Goebel R	2008	NeuroImage
18215449	10.1016/j.bandc.2007.11.008	MNI	Clock drawing performance and brain morphology in mild cognitive impairment and Alzheimer's disease.	Thomann PA, Toro P, Dos Santos V, Essig M, Schroder J	2008	Brain and cognition
18216200	10.1523/JNEUROSCI.4012-07.2008	MNI	Does it look painful or disgusting? Ask your parietal and cingulate cortex.	Benuzzi F, Lui F, Duzzi D, Nichelli PF, Porro CA	2008	The Journal of neuroscience : the official journal of the Society for Neuroscience
18219617	10.1002/hbm.20531	MNI	Functional connectivity of default mode network components: correlation, anticorrelation, and causality.	Uddin LQ, Kelly AM, Biswal BB, Castellanos FX, Milham MP	2009	Human brain mapping
18219620	10.1002/hbm.20537	MNI	Persistent default-mode network connectivity during light sedation.	Greicius MD, Kiviniemi V, Tervonen O, Vainionpaa V, Alahuhta S, Reiss AL, Menon V	2008	Human brain mapping
18219622	10.1002/hbm.20536	TAL	Sex differences in brain activation to anticipated and experienced pain in the medial prefrontal cortex.	Straube T, Schmidt S, Weiss T, Mentzel HJ, Miltner WH	2009	Human brain mapping
18221758	10.1016/j.neuropsychologia.2007.12.002	MNI	fMRI reveals altered auditory processing in manifest and premanifest Huntington's disease.	Saft C, Schuttke A, Beste C, Andrich J, Heindel W, Pfleiderer B	2008	Neuropsychologia
18224306	10.1007/s00221-008-1273-4	MNI	Alterations of the visual pathways in congenital blindness.	Ptito M, Schneider FC, Paulson OB, Kupers R	2008	Experimental brain research
18226833	10.1016/j.bandl.2007.12.009	MNI	Effective brain connectivity in children with reading difficulties during phonological processing.	Cao F, Bitan T, Booth JR	2008	Brain and language
18231575	10.1371/journal.pone.0001470	MNI	fMRI evidence for a cortical hierarchy of pitch pattern processing.	Stewart L, Overath T, Warren JD, Foxton JM, Griffiths TD	2008	PloS one
18234415	10.1016/j.biopsycho.2007.12.002	MNI	A functional variant of the tryptophan hydroxylase 2 gene impacts working memory: a genetic imaging study.	Reuter M, Esslinger C, Montag C, Lis S, Gallhofer B, Kirsch P	2008	Biological psychology
18234476	10.1016/j.schres.2007.11.039	UNKNOWN	Altered resting-state functional connectivity and anatomical connectivity of hippocampus in schizophrenia.	Zhou Y, Shu N, Liu Y, Song M, Hao Y, Liu H, Yu C, Liu Z, Jiang T	2008	Schizophrenia research
18234477	10.1016/j.schres.2007.11.040	MNI	Neural bases of different cognitive strategies for facial affect processing in schizophrenia.	Fakra E, Salgado-Pineda P, Delaveau P, Hariri AR, Blin O	2008	Schizophrenia research
18234508	10.1016/j.neuroimage.2007.12.013	MNI	Neural codes for somatosensory two-point discrimination in inferior parietal lobule: an fMRI study.	Akatsuka K, Noguchi Y, Harada T, Sadato N, Kakigi R	2008	NeuroImage
18234509	10.1016/j.neuroimage.2007.11.051	MNI	A new verbal reports fMRI dichotic listening paradigm for studies of hemispheric  asymmetry.	van den Noort M, Specht K, Rimol LM, Ersland L, Hugdahl K	2008	NeuroImage
18234519	10.1016/j.neuroimage.2007.08.002	TAL	The interference of operant task performance by emotional distracters: an antagonistic relationship between the amygdala and frontoparietal cortices.	Mitchell DG, Luo Q, Mondillo K, Vythilingam M, Finger EC, Blair RJ	2008	NeuroImage
18234521	10.1016/j.neuroimage.2007.12.022	TAL	The neural substrates of person comparison--an fMRI study.	Lindner M, Hundhammer T, Ciaramidaro A, Linden DE, Mussweiler T	2008	NeuroImage
18234524	10.1016/j.neuroimage.2007.12.010	MNI	Resilience after 9/11: multimodal neuroimaging evidence for stress-related change in the healthy adult brain.	Ganzel BL, Kim P, Glover GH, Temple E	2008	NeuroImage
18234682	10.1093/cercor/bhm254	MNI	Sex-linked neuroanatomical basis of human altruistic cooperativeness.	Yamasue H, Abe O, Suga M, Yamada H, Rogers MA, Aoki S, Kato N, Kasai K	2008	Cerebral cortex (New York, N.Y. : 1991)
18234684	10.1093/cercor/bhm249	MNI	Rule-selection and action-selection have a shared neuroanatomical basis in the human prefrontal and parietal cortex.	Rowe J, Hughes L, Eckstein D, Owen AM	2008	Cerebral cortex (New York, N.Y. : 1991)
18234685	10.1093/cercor/bhm245	MNI	Dissociation between explicit memory and configural memory in the human medial temporal lobe.	Preston AR, Gabrieli JD	2008	Cerebral cortex (New York, N.Y. : 1991)
18234690	10.1093/cercor/bhm202	MNI	Brain activation for consonants and vowels.	Carreiras M, Price CJ	2008	Cerebral cortex (New York, N.Y. : 1991)
18241895	10.1016/j.neuropsychologia.2007.11.035	MNI	fMRI activation during episodic encoding and metacognitive appraisal across the lifespan: risk factors for Alzheimer's disease.	Trivedi MA, Schmitz TW, Ries ML, Hess TM, Fitzgerald ME, Atwood CS, Rowley HA, Asthana S, Sager MA, Johnson SC	2008	Neuropsychologia
18241912	10.1016/j.bandl.2007.12.003	MNI	Syntax in a native language still continues to develop in adults: honorification  judgment in Japanese.	Momo K, Sakai H, Sakai KL	2008	Brain and language
18242723	10.1016/j.bbr.2007.11.021	MNI	Compromised fronto-striatal functioning in HIV: an fMRI investigation of semantic event sequencing.	Melrose RJ, Tinaz S, Castelo JM, Courtney MG, Stern CE	2008	Behavioural brain research
18243736	10.1016/j.neuroimage.2007.10.068	MNI	Parietal activation during retrieval of abstract and concrete auditory information.	Klostermann EC, Kane AJ, Shimamura AP	2008	NeuroImage
18245039	10.1093/cercor/bhm257	TAL	Digit somatotopy within cortical areas of the postcentral gyrus in humans.	Nelson AJ, Chen R	2008	Cerebral cortex (New York, N.Y. : 1991)
18245041	10.1093/cercor/bhm248	UNKNOWN	Encoding, rehearsal, and recall in signers and speakers: shared network but differential engagement.	Bavelier D, Newman AJ, Mukherjee M, Hauser P, Kemeny S, Braun A, Boutla M	2008	Cerebral cortex (New York, N.Y. : 1991)
18245043	10.1093/cercor/bhm228	TAL	A developmental fMRI study of reading and repetition reveals changes in phonological and visual mechanisms over age.	Church JA, Coalson RS, Lugar HM, Petersen SE, Schlaggar BL	2008	Cerebral cortex (New York, N.Y. : 1991)
18248739	10.1016/j.neuroimage.2007.10.009	UNKNOWN	Neuroanatomical distinctions within the semantic system during sentence comprehension: evidence from functional magnetic resonance imaging.	Kuperberg GR, Sitnikova T, Lakshmanan BM	2008	NeuroImage
18249420	10.1016/j.neuropsychologia.2007.11.026	TAL	Cortical circuits for silent speechreading in deaf and hearing people.	Capek CM, Macsweeney M, Woll B, Waters D, McGuire PK, David AS, Brammer MJ, Campbell R	2008	Neuropsychologia
18252741	10.1093/cercor/bhm260	TAL	Parietal mapping of visuomotor transformations during human tool grasping.	Stark A, Zohary E	2008	Cerebral cortex (New York, N.Y. : 1991)
18252743	10.1093/cercor/bhm240	MNI	COMT val158met genotype affects recruitment of neural mechanisms supporting fluid intelligence.	Bishop SJ, Fossella J, Croucher CJ, Duncan J	2008	Cerebral cortex (New York, N.Y. : 1991)
18255103	10.1016/j.neuropsychologia.2007.12.020	TAL	Broca's area plays a role in syntactic processing during Chinese reading comprehension.	Wang S, Zhu Z, Zhang JX, Wang Z, Xiao Z, Xiang H, Chen HC	2008	Neuropsychologia
18255317	10.1016/j.neuroimage.2007.12.041	UNKNOWN	Association of 5' end neuregulin-1 (NRG1) gene variation with subcortical medial  frontal microstructure in humans.	Winterer G, Konrad A, Vucurevic G, Musso F, Stoeter P, Dahmen N	2008	NeuroImage
18256251	10.1523/JNEUROSCI.5067-07.2008	MNI	Mapping white matter integrity and neurobehavioral correlates in children with fetal alcohol spectrum disorders.	Sowell ER, Johnson A, Kan E, Lu LH, Van Horn JD, Toga AW, O'Connor MJ, Bookheimer SY	2008	The Journal of neuroscience : the official journal of the Society for Neuroscience
18258337	10.1016/j.neurobiolaging.2007.12.014	MNI	Perspective taking to assess self-personality: what's modified in Alzheimer's disease?	Ruby P, Collette F, D'Argembeau A, Peters F, Degueldre C, Balteau E, Luxen A, Maquet P, Salmon E	2009	Neurobiology of aging
18261714	10.1016/j.biopsych.2007.12.010	MNI	Limbic and frontal cortical degeneration is associated with psychiatric symptoms  in PINK1 mutation carriers.	Reetz K, Lencer R, Steinlechner S, Gaser C, Hagenah J, Buchel C, Petersen D, Kock N, Djarmati A, Siebner HR, Klein C, Binkofski F	2008	Biological psychiatry
18261930	10.1016/j.neuroimage.2007.12.031	MNI	Voxel-based diffusion tensor imaging in patients with mesial temporal lobe epilepsy and hippocampal sclerosis.	Focke NK, Yogarajah M, Bonelli SB, Bartlett PA, Symms MR, Duncan JS	2008	NeuroImage
18261931	10.1016/j.neuroimage.2007.12.028	MNI	Genetically dependent modulation of serotonergic inactivation in the human prefrontal cortex.	Passamonti L, Cerasa A, Gioia MC, Magariello A, Muglia M, Quattrone A, Fera F	2008	NeuroImage
18261933	10.1016/j.neuroimage.2007.12.039	MNI	Evidence of altered cortical and amygdala activation during social decision-making in schizophrenia.	Baas D, Aleman A, Vink M, Ramsey NF, de Haan EH, Kahn RS	2008	NeuroImage
18262207	10.1016/j.neuropsychologia.2007.12.021	MNI	Sex differences in neural processing of language among children.	Burman DD, Bitan T, Booth JR	2008	Neuropsychologia
18262208	10.1016/j.neuropsychologia.2007.12.025	MNI	Perception of biological motion in autism spectrum disorders.	Freitag CM, Konrad C, Haberlen M, Kleser C, von Gontard A, Reith W, Troje NF, Krick C	2008	Neuropsychologia
18266215	10.1002/hbm.20541	MNI	Segmentally arranged somatotopy within the face representation of human primary somatosensory cortex.	Moulton EA, Pendse G, Morris S, Aiello-Lammens M, Becerra L, Borsook D	2009	Human brain mapping
18266216	10.1002/hbm.20539	TAL	Brain responses to auditory and visual stimulus offset: shared representations of temporal edges.	Herdener M, Lehmann C, Esposito F, di Salle F, Federspiel A, Bach DR, Scheffler K, Seifritz E	2009	Human brain mapping
18266217	10.1002/hbm.20538	MNI	The creative brain: investigation of brain activity during creative problem solving by means of EEG and FMRI.	Fink A, Grabner RH, Benedek M, Reishofer G, Hauswirth V, Fally M, Neuper C, Ebner F, Neubauer AC	2009	Human brain mapping
18267339	10.1016/j.bandl.2007.12.010	TAL	Acquired focal brain lesions in childhood: effects on development and reorganization of language.	Chilosi AM, Cipriani P, Pecini C, Brizzolara D, Biagi L, Montanaro D, Tosetti M, Cioni G	2008	Brain and language
18267952	10.1093/cercor/bhn003	UNKNOWN	Revealing modular architecture of human brain structural networks by using cortical thickness from MRI.	Chen ZJ, He Y, Rosa-Neto P, Germann J, Evans AC	2008	Cerebral cortex (New York, N.Y. : 1991)
18270173	10.1093/cercor/bhn006	MNI	Is the extrastriate body area (EBA) sensitive to the perception of pain in others?	Lamm C, Decety J	2008	Cerebral cortex (New York, N.Y. : 1991)
18272399	10.1016/j.neuroimage.2007.10.014	UNKNOWN	The Visual Word Form Area: evidence from an fMRI study of implicit processing of  Chinese characters.	Liu C, Zhang WT, Tang YY, Mai XQ, Chen HC, Tardif T, Luo YJ	2008	NeuroImage
18272874	10.1152/jn.01187.2007	MNI	Neuroanatomical correlates of motor acquisition and motor transfer.	Seidler RD, Noll DC	2008	Journal of neurophysiology
18276163	10.1016/j.neuroimage.2007.12.044	MNI	A selective representation of the meaning of actions in the auditory mirror system.	Galati G, Committeri G, Spitoni G, Aprile T, Di Russo F, Pitzalis S, Pizzamiglio L	2008	NeuroImage
18279326	10.1111/j.1460-9568.2008.06036.x	MNI	Dissociable neural activity to self- vs. externally administered thermal hyperalgesia: a parametric fMRI study.	Mohr C, Leyendecker S, Helmchen C	2008	The European journal of neuroscience
18279361	10.1111/j.1460-9568.2008.06066.x	TAL	Left mid-ventrolateral prefrontal cortex: underlying principles of function.	Kostopoulos P, Petrides M	2008	The European journal of neuroscience
18279364	10.1111/j.1460-9568.2008.06060.x	TAL	Detection of unexpected events during spatial navigation in humans: bottom-up attentional system and neural mechanisms.	Iaria G, Fox CJ, Chen JK, Petrides M, Barton JJ	2008	The European journal of neuroscience
18279947	10.1016/j.bandl.2008.01.003	TAL	Recruitment of anterior and posterior structures in lexical-semantic processing:  an fMRI study comparing implicit and explicit tasks.	Ruff I, Blumstein SE, Myers EB, Hutchison E	2008	Brain and language
18280753	10.1016/j.neuroimage.2007.12.058	TAL	Knowing about tools: neural correlates of tool familiarity and experience.	Vingerhoets G	2008	NeuroImage
18281155	10.1016/j.neulet.2008.01.011	MNI	Neural activities for negative priming with affective stimuli: an fMRI study.	Leung KK, Lee TM, Xiao Z, Wang Z, Zhang JX, Yip PS, Li LS	2008	Neuroscience letters
18281300	10.1093/cercor/bhn012	UNKNOWN	Maturational changes in anterior cingulate and frontoparietal recruitment support the development of error processing and inhibitory control.	Velanova K, Wheeler ME, Luna B	2008	Cerebral cortex (New York, N.Y. : 1991)
18281303	10.1093/cercor/bhn007	MNI	The role of the posterior superior temporal sulcus in audiovisual processing.	Hocking J, Price CJ	2008	Cerebral cortex (New York, N.Y. : 1991)
18281304	10.1093/cercor/bhn002	MNI	The extraction of 3D shape from texture and shading in the human brain.	Georgieva SS, Todd JT, Peeters R, Orban GA	2008	Cerebral cortex (New York, N.Y. : 1991)
18282558	10.1016/j.brainres.2007.12.051	UNKNOWN	Age-related differences in brain activity during verbal recency memory.	Rajah MN, McIntosh AR	2008	Brain research
18282770	10.1016/j.neuroimage.2007.12.047	TAL	Phonological processing in deaf signers and the impact of age of first language acquisition.	MacSweeney M, Waters D, Brammer MJ, Woll B, Goswami U	2008	NeuroImage
18286463	10.1002/hbm.20544	TAL	Mapping a multidimensional emotion in response to television commercials.	Morris JD, Klahr NJ, Shen F, Villegas J, Wright P, He G, Liu Y	2009	Human brain mapping
18291350	10.1016/j.brainres.2007.12.070	MNI	The capacity constraint in the prefrontal and parietal regions for coordinating dual arithmetic tasks.	Kuo BC, Yeh YY, Chen DY, Liang KC, Chen JH	2008	Brain research
18291678	10.1016/j.neuroimage.2007.12.049	MNI	Anterior cingulate cortex signals the requirement to break inertia when switching tasks: a study of the bivalency effect.	Woodward TS, Metzak PD, Meier B, Holroyd CB	2008	NeuroImage
18294618	10.1016/j.brainres.2008.01.048	MNI	Ventro-lateral prefrontal activity during working memory is modulated by MAO A genetic variation.	Cerasa A, Gioia MC, Fera F, Passamonti L, Liguori M, Lanza P, Muglia M, Magariello A, Quattrone A	2008	Brain research
18294683	10.1016/j.bandl.2008.01.008	MNI	The influence of syllable onset complexity and syllable frequency on speech motor control.	Riecker A, Brendel B, Ziegler W, Erb M, Ackermann H	2008	Brain and language
18294772	10.1016/j.neulet.2008.01.058	MNI	Brain imaging of acupuncture: comparing superficial with deep needling.	MacPherson H, Green G, Nevado A, Lythgoe MF, Lewith G, Devlin R, Haselfoot R, Asghar AU	2008	Neuroscience letters
18295746	10.1016/j.biopsych.2007.12.014	MNI	Overactivation of fear systems to neutral faces in schizophrenia.	Hall J, Whalley HC, McKirdy JW, Romaniuk L, McGonigle D, McIntosh AM, Baig BJ, Gountouna VE, Job DE, Donaldson DI, Sprengelmeyer R, Young AW, Johnstone EC, Lawrie SM	2008	Biological psychiatry
18295984	10.1016/j.drugalcdep.2007.12.014	TAL	Reduced posterior mesofrontal cortex activation by risky rewards in substance-dependent patients.	Bjork JM, Momenan R, Smith AR, Hommer DW	2008	Drug and alcohol dependence
18296070	10.1016/j.neuroimage.2008.01.009	MNI	Specialisation in Broca's region for semantic, phonological, and syntactic fluency?	Heim S, Eickhoff SB, Amunts K	2008	NeuroImage
18296073	10.1016/j.neuroimage.2007.12.060	TAL	Proprioceptive head posture-related processing in human polysensory cortical areas.	Fasold O, Heinau J, Trenner MU, Villringer A, Wenzel R	2008	NeuroImage
18296434	10.1093/cercor/bhn014	UNKNOWN	Functional coactivation map of the human brain.	Toro R, Fox PT, Paus T	2008	Cerebral cortex (New York, N.Y. : 1991)
18299209	10.1016/j.neuroimage.2008.01.018	TAL	When vocal processing gets emotional: on the role of social orientation in relevance detection by the human amygdala.	Schirmer A, Escoffier N, Zysset S, Koester D, Striano T, Friederici AD	2008	NeuroImage
18299790	10.1007/s00406-007-0796-1	UNKNOWN	Cerebral connectivity and psychotic personality traits. A diffusion tensor imaging study.	Volpe U, Federspiel A, Mucci A, Dierks T, Frank A, Wahlund LO, Galderisi S, Maj M	2008	European archives of psychiatry and clinical neuroscience
18301756	10.1371/journal.pone.0001679	MNI	Neural substrates of spontaneous musical performance: an FMRI study of jazz improvisation.	Limb CJ, Braun AR	2008	PloS one
18304592	10.1016/j.neuropsychologia.2007.12.028	MNI	An fMRI analysis of object priming and workload in the precuneus complex.	Korsnes MS, Wright AA, Gabrieli JD	2008	Neuropsychologia
18305258	10.1523/JNEUROSCI.2742-07.2008	MNI	The cerebellum predicts the timing of perceptual events.	O'Reilly JX, Mesulam MM, Nobre AC	2008	The Journal of neuroscience : the official journal of the Society for Neuroscience
18308586	10.1016/j.neuroimage.2008.01.035	MNI	Speaking of secrets and lies: the contribution of ventrolateral prefrontal cortex to vocal deception.	Spence SA, Kaylor-Hughes C, Farrow TF, Wilkinson ID	2008	NeuroImage
18308706	10.1093/cercor/bhn021	MNI	The spatial attention network interacts with limbic and monoaminergic systems to  modulate motivation-induced attention shifts.	Mohanty A, Gitelman DR, Small DM, Mesulam MM	2008	Cerebral cortex (New York, N.Y. : 1991)
18308708	10.1093/cercor/bhn018	MNI	Semantic adaptation and competition during word comprehension.	Bedny M, McGill M, Thompson-Schill SL	2008	Cerebral cortex (New York, N.Y. : 1991)
18308710	10.1093/cercor/bhn010	MNI	The functional architecture of the left posterior and lateral prefrontal cortex in humans.	Volle E, Kinkingnehun S, Pochon JB, Mondon K, Thiebaut de Schotten M, Seassau M, Duffau H, Samson Y, Dubois B, Levy R	2008	Cerebral cortex (New York, N.Y. : 1991)
